S. No.,Date,Region,Confirmed_Cases,Active_Cases,Cured,Death,Death_Rate,Growth_Rate
7468,3/26/2020,West Bengal,9,8,0,1,0,0
7469,3/27/2020,West Bengal,10,9,0,1,0,1
7470,3/28/2020,West Bengal,15,14,0,1,0,5
7471,3/29/2020,West Bengal,17,16,0,1,0,2
7472,3/30/2020,West Bengal,19,18,0,1,0,2
7473,3/31/2020,West Bengal,26,24,0,2,1,6
7474,4/1/2020,West Bengal,26,24,0,2,0,0
7475,4/2/2020,West Bengal,37,28,6,3,1,4
7476,4/3/2020,West Bengal,53,47,3,3,0,19
7477,4/4/2020,West Bengal,63,57,3,3,0,10
7478,4/5/2020,West Bengal,69,56,10,3,0,-1
7479,4/6/2020,West Bengal,80,67,10,3,0,11
7480,4/7/2020,West Bengal,91,75,13,3,0,8
7481,4/8/2020,West Bengal,99,81,13,5,2,6
7482,4/9/2020,West Bengal,103,82,16,5,0,1
7483,4/10/2020,West Bengal,116,95,16,5,0,13
7484,4/11/2020,West Bengal,116,95,16,5,0,0
7485,4/12/2020,West Bengal,134,110,19,5,0,15
7486,4/13/2020,West Bengal,152,116,29,7,2,6
7487,4/14/2020,West Bengal,190,147,36,7,0,31
7488,4/15/2020,West Bengal,213,169,37,7,0,22
7489,4/16/2020,West Bengal,231,182,42,7,0,13
7490,4/17/2020,West Bengal,255,194,51,10,3,12
7491,4/18/2020,West Bengal,287,222,55,10,0,28
7492,4/19/2020,West Bengal,310,236,62,12,2,14
7493,4/20/2020,West Bengal,339,261,66,12,0,25
7494,4/21/2020,West Bengal,392,307,73,12,0,46
7495,4/22/2020,West Bengal,423,335,73,15,3,28
7496,4/23/2020,West Bengal,456,362,79,15,0,27
7497,4/24/2020,West Bengal,514,396,103,15,0,34
7498,4/25/2020,West Bengal,571,450,103,18,3,54
7499,4/26/2020,West Bengal,611,488,105,18,0,38
7500,4/27/2020,West Bengal,649,524,105,20,2,36
7501,4/28/2020,West Bengal,697,568,109,20,0,44
7502,4/29/2020,West Bengal,725,584,119,22,2,16
7503,4/30/2020,West Bengal,758,612,124,22,0,28
7504,5/1/2020,West Bengal,795,623,139,33,11,11
7505,5/2/2020,West Bengal,795,623,139,33,0,0
7506,5/3/2020,West Bengal,922,738,151,33,0,115
7507,5/4/2020,West Bengal,963,777,151,35,2,39
7508,5/5/2020,West Bengal,1259,908,218,133,98,131
7509,5/6/2020,West Bengal,1344,840,364,140,7,-68
7510,5/7/2020,West Bengal,1456,948,364,144,4,108
7511,5/8/2020,West Bengal,1548,1033,364,151,7,85
7512,5/9/2020,West Bengal,1678,1154,364,160,9,121
7513,5/10/2020,West Bengal,1786,1243,372,171,11,89
7514,5/11/2020,West Bengal,1939,1337,417,185,14,94
7515,5/12/2020,West Bengal,2063,1374,499,190,5,37
7516,5/13/2020,West Bengal,2173,1363,612,198,8,-11
7517,5/14/2020,West Bengal,2290,1381,702,207,9,18
7518,5/15/2020,West Bengal,2377,1394,768,215,8,13
7519,5/16/2020,West Bengal,2461,1407,829,225,10,13
7520,5/17/2020,West Bengal,2576,1472,872,232,7,65
7521,5/18/2020,West Bengal,2677,1480,959,238,6,8
7522,5/19/2020,West Bengal,2825,1575,1006,244,6,95
7523,5/20/2020,West Bengal,2961,1637,1074,250,6,62
7524,5/21/2020,West Bengal,3103,1714,1136,253,3,77
7525,5/22/2020,West Bengal,3197,1745,1193,259,6,31
7526,5/23/2020,West Bengal,3332,1846,1221,265,6,101
7527,5/24/2020,West Bengal,3459,1909,1281,269,4,63
7528,5/25/2020,West Bengal,3667,2056,1339,272,3,147
7529,5/26/2020,West Bengal,3816,2124,1414,278,6,68
7530,5/27/2020,West Bengal,4009,2240,1486,283,5,116
7531,5/28/2020,West Bengal,4192,2325,1578,289,6,85
7532,5/29/2020,West Bengal,4536,2573,1668,295,6,248
7533,5/30/2020,West Bengal,4813,2736,1775,302,7,163
7534,5/31/2020,West Bengal,5130,2851,1970,309,7,115
7535,6/1/2020,West Bengal,5501,3027,2157,317,8,176
7536,6/2/2020,West Bengal,5772,3141,2306,325,8,114
7537,6/3/2020,West Bengal,6168,3423,2410,335,10,282
7538,6/4/2020,West Bengal,6508,3583,2580,345,10,160
7539,6/5/2020,West Bengal,6876,3753,2768,355,10,170
7540,6/6/2020,West Bengal,7303,4025,2912,366,11,272
7541,6/7/2020,West Bengal,7738,4236,3119,383,17,211
7542,6/8/2020,West Bengal,8187,4488,3303,396,13,252
7543,6/9/2020,West Bengal,8613,4743,3465,405,9,255
7544,6/10/2020,West Bengal,8985,4950,3620,415,10,207
7545,6/11/2020,West Bengal,9328,5117,3779,432,17,167
7546,6/12/2020,West Bengal,9768,5338,3988,442,10,221
7547,6/13/2020,West Bengal,10244,5587,4206,451,9,249
7548,6/14/2020,West Bengal,10698,5693,4542,463,12,106
7549,6/15/2020,West Bengal,11087,5552,5060,475,12,-141
7550,6/16/2020,West Bengal,11494,5515,5494,485,10,-37
7551,6/17/2020,West Bengal,11909,5386,6028,495,10,-129
7552,6/18/2020,West Bengal,12300,5261,6533,506,11,-125
7553,6/19/2020,West Bengal,12735,5216,7001,518,12,-45
7554,6/20/2020,West Bengal,13090,5258,7303,529,11,42
7555,6/21/2020,West Bengal,13531,5126,7865,540,11,-132
7556,6/22/2020,West Bengal,13945,5093,8297,555,15,-33
7557,6/23/2020,West Bengal,14358,5102,8687,569,14,9
7558,6/24/2020,West Bengal,14728,4930,9218,580,11,-172
7559,6/25/2020,West Bengal,15173,4880,9702,591,11,-50
7560,6/26/2020,West Bengal,15648,4852,10190,606,15,-28
7561,6/27/2020,West Bengal,16190,5039,10535,616,10,187
7562,6/28/2020,West Bengal,16711,5293,10789,629,13,254
7563,6/29/2020,West Bengal,17283,5451,11193,639,10,158
7564,6/30/2020,West Bengal,17907,5535,11719,653,14,84
7565,7/1/2020,West Bengal,18559,5761,12130,668,15,226
7566,7/2/2020,West Bengal,19170,5959,12528,683,15,198
7567,7/3/2020,West Bengal,19819,6083,13037,699,16,124
7568,7/4/2020,West Bengal,20488,6200,13571,717,18,117
7569,7/5/2020,West Bengal,21231,6329,14166,736,19,129
7570,7/6/2020,West Bengal,22126,6658,14711,757,21,329
7571,7/7/2020,West Bengal,22987,6973,15235,779,22,315
7572,7/8/2020,West Bengal,23837,7243,15790,804,25,270
7573,7/9/2020,West Bengal,24823,7705,16291,827,23,462
7574,7/10/2020,West Bengal,25911,8231,16826,854,27,526
7575,7/11/2020,West Bengal,27109,8881,17348,880,26,650
7576,7/12/2020,West Bengal,28453,9588,17959,906,26,707
7577,7/13/2020,West Bengal,30013,10500,18581,932,26,912
7578,7/14/2020,West Bengal,31448,11279,19213,956,24,779
7579,7/15/2020,West Bengal,32838,11927,19931,980,24,648
7580,7/16/2020,West Bengal,34427,12747,20680,1000,20,820
7581,7/17/2020,West Bengal,36117,13679,21415,1023,23,932
7582,7/18/2020,West Bengal,38011,14709,22253,1049,26,1030
7583,7/19/2020,West Bengal,40209,15594,23539,1076,27,885
7584,7/20/2020,West Bengal,42487,16492,24883,1112,36,898
7585,7/21/2020,West Bengal,44769,17204,26418,1147,35,712
7586,7/22/2020,West Bengal,47030,17813,28035,1182,35,609
7587,7/23/2020,West Bengal,49321,18450,29650,1221,39,637
7588,7/24/2020,West Bengal,51757,18846,31656,1255,34,396
7589,7/25/2020,West Bengal,53973,19154,33529,1290,35,308
7590,7/26/2020,West Bengal,56377,19391,35654,1332,42,237
7591,7/27/2020,West Bengal,58718,19595,37751,1372,40,204
7592,7/28/2020,West Bengal,60830,19502,39917,1411,39,-93
7593,7/29/2020,West Bengal,62964,19493,42022,1449,38,-9
7594,7/30/2020,West Bengal,65258,19652,44116,1490,41,159
7595,7/31/2020,West Bengal,67692,19900,46256,1536,46,248
7596,8/1/2020,West Bengal,70188,20233,48374,1581,45,333
7597,8/2/2020,West Bengal,72777,20631,50517,1629,48,398
7598,8/3/2020,West Bengal,75516,21108,52730,1678,49,477
7599,8/4/2020,West Bengal,78232,21683,54818,1731,53,575
7600,8/5/2020,West Bengal,80984,22315,56884,1785,54,632
7601,8/6/2020,West Bengal,83800,22992,58962,1846,61,677
7602,8/7/2020,West Bengal,86754,23829,61023,1902,56,837
7603,8/8/2020,West Bengal,89666,24652,63060,1954,52,823
7604,8/9/2020,West Bengal,92615,25486,65124,2005,51,834
7605,8/10/2020,West Bengal,95554,26375,67120,2059,54,889
7606,8/11/2020,West Bengal,98459,26031,70328,2100,41,-344
7607,8/12/2020,West Bengal,101390,25846,73395,2149,49,-185
7608,8/13/2020,West Bengal,104326,26003,76120,2203,54,157
7609,8/14/2020,West Bengal,107323,26447,78617,2259,56,444
7610,8/15/2020,West Bengal,110358,26850,81189,2319,60,403
7611,8/16/2020,West Bengal,113432,27219,83836,2377,58,369
7612,8/17/2020,West Bengal,116498,27299,86771,2428,51,80
7613,8/18/2020,West Bengal,119578,27402,89703,2473,45,103
7614,8/19/2020,West Bengal,122753,27535,92690,2528,55,133
7615,8/20/2020,West Bengal,125922,27678,95663,2581,53,143
7616,8/21/2020,West Bengal,129119,27696,98789,2634,53,18
7617,8/22/2020,West Bengal,132364,27804,101871,2689,55,108
7618,8/23/2020,West Bengal,135596,27900,104959,2737,48,96
7619,8/24/2020,West Bengal,138870,28069,108007,2794,57,169
7620,8/25/2020,West Bengal,141837,27694,111292,2851,57,-375
7621,8/26/2020,West Bengal,144801,27349,114543,2909,58,-345
7622,8/27/2020,West Bengal,147775,26954,117857,2964,55,-395
7623,8/28/2020,West Bengal,150772,26709,121046,3017,53,-245
7624,8/29/2020,West Bengal,153754,26349,124332,3073,56,-360
7625,8/30/2020,West Bengal,156766,25996,127644,3126,53,-353
7626,8/31/2020,West Bengal,159785,25657,130952,3176,50,-339
7627,9/1/2020,West Bengal,162778,25280,134270,3228,52,-377
7628,9/2/2020,West Bengal,165721,24822,137616,3283,55,-458
7629,9/3/2020,West Bengal,168697,24445,140913,3339,56,-377
7630,9/4/2020,West Bengal,171681,24039,144248,3394,55,-406
7631,9/5/2020,West Bengal,174659,23654,147553,3452,58,-385
7632,9/6/2020,West Bengal,177701,23390,150801,3510,58,-264
7633,9/7/2020,West Bengal,180788,23218,154008,3562,52,-172
7634,9/8/2020,West Bengal,183865,23216,157029,3620,58,-2
7635,9/9/2020,West Bengal,186956,23254,160025,3677,57,38
7636,9/10/2020,West Bengal,190063,23341,162992,3730,53,87
7637,9/11/2020,West Bengal,193175,23377,166027,3771,41,36
7638,9/12/2020,West Bengal,196332,23461,169043,3828,57,84
7639,9/13/2020,West Bengal,199493,23521,172085,3887,59,60
7640,9/14/2020,West Bengal,202708,23624,175139,3945,58,103
7641,9/15/2020,West Bengal,205919,23693,178223,4003,58,69
7642,9/16/2020,West Bengal,209146,23942,181142,4062,59,249
7643,9/17/2020,West Bengal,212383,24147,184113,4123,61,205
7644,9/18/2020,West Bengal,215580,24336,187061,4183,60,189
7645,9/19/2020,West Bengal,218772,24509,190021,4242,59,173
7646,9/20/2020,West Bengal,221960,24648,193014,4298,56,139
7647,9/21/2020,West Bengal,225137,24806,195972,4359,61,158
7648,9/22/2020,West Bengal,228302,24898,198983,4421,62,92
7649,9/23/2020,West Bengal,231484,24971,202030,4483,62,73
7650,9/24/2020,West Bengal,234673,25101,205028,4544,61,130
7651,9/25/2020,West Bengal,237869,25221,208042,4606,62,120
7652,9/26/2020,West Bengal,241059,25374,211020,4665,59,153
7653,9/27/2020,West Bengal,244240,25544,213975,4721,56,170
7654,9/28/2020,West Bengal,247425,25723,216921,4781,60,179
7655,9/29/2020,West Bengal,250580,25899,219844,4837,56,176
7656,9/30/2020,West Bengal,253768,26064,222805,4899,62,165
7657,10/1/2020,West Bengal,257049,26332,225759,4958,59,268
7658,10/2/2020,West Bengal,260324,26552,228755,5017,59,220
7659,10/3/2020,West Bengal,263634,26865,231699,5070,53,313
7660,10/4/2020,West Bengal,266974,27130,234712,5132,62,265
7661,10/5/2020,West Bengal,270331,27439,237698,5194,62,309
7662,10/6/2020,West Bengal,273679,27717,240707,5255,61,278
7663,10/7/2020,West Bengal,277049,27988,243743,5318,63,271
7664,10/8/2020,West Bengal,280504,28361,246767,5376,58,373
7665,10/9/2020,West Bengal,284030,28854,249737,5439,63,493
7666,10/10/2020,West Bengal,287603,29296,252806,5501,62,442
7667,10/11/2020,West Bengal,291194,29793,255838,5563,62,497
7668,10/12/2020,West Bengal,294806,30236,258948,5622,59,443
7669,10/13/2020,West Bengal,298389,30604,262103,5682,60,368
7670,10/14/2020,West Bengal,302020,30988,265288,5744,62,384
7671,10/15/2020,West Bengal,305697,31505,268384,5808,64,517
7672,10/16/2020,West Bengal,309417,31984,271563,5870,62,479
7673,10/17/2020,West Bengal,313188,32500,274757,5931,61,516
7674,10/18/2020,West Bengal,317053,33121,277940,5992,61,621
7675,3/12/2020,World,125260,120647,,4613,4613,120647
7676,3/13/2020,World,132758,127803,,4955,342,7156
7677,3/14/2020,World,142534,137142,,5392,437,9339
7678,3/15/2020,World,153517,147782,,5735,343,10640
7679,3/16/2020,World,167616,161010,,6606,871,13228
7680,3/17/2020,World,179111,171685,,7426,820,10675
7681,3/18/2020,World,191127,183320,,7807,381,11635
7682,3/19/2020,World,209839,201061,,8778,971,17741
7683,3/20/2020,World,234073,224233,,9840,1062,23172
7684,3/21/2020,World,266073,254890,,11183,1343,30657
7685,3/22/2020,World,292142,279359,,12783,1600,24469
7686,3/23/2020,World,332930,318421,,14509,1726,39062
7687,3/24/2020,World,372755,356524,,16231,1722,38103
7688,3/25/2020,World,413467,395034,,18433,2202,38510
7689,3/26/2020,World,462684,441850,,20834,2401,46816
7690,3/27/2020,World,509164,485829,,23335,2501,43979
7691,3/28/2020,World,571678,545184,,26494,3159,59355
7692,3/29/2020,World,634835,604878,,29957,3463,59694
7693,3/30/2020,World,693224,660118,,33106,3149,55240
7694,3/31/2020,World,750890,714485,,36405,3299,54367
7695,4/1/2020,World,823626,783028,,40598,4193,68543
7696,4/2/2020,World,896450,850924,,45526,4928,67896
7697,4/3/2020,World,972303,921982,,50321,4795,71058
7698,4/4/2020,World,1051635,994650,,56985,6664,72668
7699,4/5/2020,World,1133758,1070974,,62784,5799,76324
7700,4/6/2020,World,1210956,1143362,,67594,4810,72388
7701,4/7/2020,World,1279722,1207108,,72614,5020,63746
7702,4/8/2020,World,1353361,1274126,,79235,6621,67018
7703,4/9/2020,World,1436198,1350676,,85522,6287,76550
7704,4/10/2020,World,1521252,1428454,,92798,7276,77778
7705,4/11/2020,World,1610909,1511219,,99690,6892,82765
7706,4/12/2020,World,1696588,1590636,,105952,6262,79417
7707,4/13/2020,World,1773084,1661432,,111652,5700,70796
7708,4/14/2020,World,1844863,1727842,,117021,5369,66410
7709,4/15/2020,World,1914916,1791906,,123010,5989,64064
7710,4/16/2020,World,1991562,1860677,,130885,7875,68771
7711,4/17/2020,World,2074529,1935151,,139378,8493,74474
7712,4/18/2020,World,2160207,2014119,,146088,6710,78968
7713,4/19/2020,World,2241359,2088808,,152551,6463,74689
7714,4/20/2020,World,2314621,2156774,,157847,5296,67966
7715,4/21/2020,World,2397216,2234260,,162956,5109,77486
7716,4/22/2020,World,2471136,2302130,,169006,6050,67870
7717,4/23/2020,World,2544792,2369098,,175694,6688,66968
7718,4/24/2020,World,2626321,2444383,,181938,6244,75285
7719,4/25/2020,World,2719897,2532192,,187705,5767,87809
7720,4/26/2020,World,2804796,2611086,,193710,6005,78894
7721,4/27/2020,World,2878196,2679528,,198668,4958,68442
7722,4/28/2020,World,2954222,2751625,,202597,3929,72097
7723,4/29/2020,World,3018952,2810979,,207973,5376,59354
7724,4/30/2020,World,3090445,2872676,,217769,9796,61697
7725,5/1/2020,World,3175207,2951035,,224172,6403,78359
7726,5/2/2020,World,3267184,3037213,,229971,5799,86178
7727,5/3/2020,World,3349786,3111158,,238628,8657,73945
7728,5/4/2020,World,3435894,3196290,,239604,976,85132
7729,5/5/2020,World,3517345,3273944,,243401,3797,77654
7730,5/6/2020,World,3588773,3341270,,247503,4102,67326
7731,5/7/2020,World,3672238,3418193,,254045,6542,76923
7732,5/8/2020,World,3759967,3500493,,259474,5429,82300
7733,5/9/2020,World,3855788,3589926,,265862,6388,89433
7734,5/10/2020,World,3917366,3643005,,274361,8499,53079
7735,5/11/2020,World,4006257,3727365,,278892,4531,84360
7736,5/12/2020,World,4088848,3805695,,283153,4261,78330
7737,5/13/2020,World,4170424,3883025,,287399,4246,77330
7738,5/14/2020,World,4248389,3954343,,294046,6647,71318
7739,5/15/2020,World,4338658,4041539,,297119,3073,87196
7740,5/16/2020,World,4425485,4123426,,302059,4940,81887
7741,5/17/2020,World,4525497,4218102,,307395,5336,94676
7742,5/18/2020,World,4618821,4306974,,311847,4452,88872
7743,5/19/2020,World,4731458,4415289,,316169,4322,108315
7744,5/20/2020,World,4789205,4470416,,318789,2620,55127
7745,5/21/2020,World,4893186,4569930,,323256,4467,99514
7746,5/22/2020,World,4993470,4665732,,327738,4482,95802
7747,5/23/2020,World,5103006,4769605,,333401,5663,103873
7748,5/24/2020,World,5204508,4866821,,337687,4286,97216
7749,5/25/2020,World,5304772,4962743,,342029,4342,95922
7750,5/26/2020,World,5404512,5060998,,343514,1485,98255
7751,5/27/2020,World,5488825,5139730,,349095,5581,78732
7752,5/28/2020,World,5593631,5240297,,353334,4239,100567
7753,5/29/2020,World,5701337,5343649,,357688,4354,103352
7754,5/30/2020,World,5817385,5454680,,362705,5017,111031
7755,5/31/2020,World,5934936,5567770,,367166,4461,113090
7756,6/1/2020,World,6057853,5686687,,371166,4000,118917
7757,6/2/2020,World,6194533,5818213,,376320,5154,131526
7758,6/3/2020,World,6287771,5907830,,379941,3621,89617
7759,6/4/2020,World,6416828,6033961,,382867,2926,126131
7760,6/5/2020,World,6535354,6148199,,387155,4288,114238
7761,6/6/2020,World,6663304,6270502,,392802,5647,122303
7762,6/7/2020,World,6799713,6402325,,397388,4586,131823
7763,6/8/2020,World,6931000,6530143,,400857,3469,127818
7764,6/9/2020,World,7039918,6635522,,404396,3539,105379
7765,6/10/2020,World,7145539,6737514,,408025,3629,101992
7766,6/11/2020,World,7273958,6860586,,413372,5347,123072
7767,6/12/2020,World,7410510,6992216,,418294,4922,131630
7768,6/13/2020,World,7553182,7129833,,423349,5055,137617
7769,6/14/2020,World,7690708,7263078,,427630,4281,133245
7770,6/15/2020,World,7823289,7391748,,431541,3911,128670
7771,6/16/2020,World,7941791,7506995,,434796,3255,115247
7772,6/17/2020,World,8061550,7621260,,440290,5494,114265
7773,6/18/2020,World,8242999,7797464,,445535,5245,176204
7774,6/19/2020,World,8385440,7934754,,450686,5151,137290
7775,6/20/2020,World,8525042,8068069,,456973,6287,133315
7776,6/21/2020,World,8708008,8246293,,461715,4742,178224
7777,6/22/2020,World,8860331,8394591,,465740,4025,148298
7778,6/23/2020,World,8993659,8524072,,469587,3847,129481
7779,6/24/2020,World,9129146,8655349,,473797,4210,131277
7780,6/25/2020,World,9296202,8817069,,479133,5336,161720
7781,6/26/2020,World,9473214,8988965,,484249,5116,171896
7782,6/27/2020,World,9653048,9161920,,491128,6879,172955
7783,6/28/2020,World,9843073,9347313,,495760,4632,185393
7784,6/29/2020,World,10021401,9521488,,499913,4153,174175
7785,6/30/2020,World,10185374,9681512,,503862,3949,160024
7786,7/1/2020,World,10357662,9849607,,508055,4193,168095
7787,7/2/2020,World,10533779,10020937,,512842,4787,171330
7788,7/3/2020,World,10710005,10192128,,517877,5035,171191
7789,7/4/2020,World,10922324,10399313,,523011,5134,207185
7790,7/5/2020,World,11125245,10597041,,528204,5193,197728
7791,7/6/2020,World,11327790,10795450,,532340,4136,198409
7792,7/7/2020,World,11500302,10964543,,535759,3419,169093
7793,7/8/2020,World,11669259,11129353,,539906,4147,164810
7794,7/9/2020,World,11874226,11328745,,545481,5575,199392
7795,7/10/2020,World,12102328,11551282,,551046,5565,222537
7796,7/11/2020,World,12322395,11766060,,556335,5289,214778
7797,7/12/2020,World,12552765,11991148,,561617,5282,225088
7798,7/13/2020,World,12768307,12201653,,566654,5037,210505
7799,7/14/2020,World,12964809,12394521,,570288,3634,192868
7800,7/15/2020,World,13150645,12576181,,574464,4176,181660
7801,7/16/2020,World,13378853,12798808,,580045,5581,222627
7802,7/17/2020,World,13616593,13030866,,585727,5682,232058
7803,7/18/2020,World,13876441,13283354,,593087,7360,252488
7804,7/19/2020,World,14043176,13445593,,597583,4496,162239
7805,7/20/2020,World,14348858,13745167,,603691,6108,299574
7806,7/21/2020,World,14562550,13954769,,607781,4090,209602
7807,7/22/2020,World,14765256,14153202,,612054,4273,198433
7808,7/23/2020,World,15012731,14393581,,619150,7096,240379
7809,7/24/2020,World,15296926,14668023,,628903,9753,274442
7810,7/25/2020,World,15581009,14945836,,635173,6270,277813
7811,7/26/2020,World,15785641,15145625,,640016,4843,199789
7812,7/27/2020,World,16114449,15467808,,646641,6625,322183
7813,7/28/2020,World,16341920,15691115,,650805,4164,223307
7814,7/29/2020,World,16558289,15902196,,656093,5288,211081
7815,7/30/2020,World,16812755,16150660,,662095,6002,248464
7816,7/31/2020,World,17106007,16437097,,668910,6815,286437
7817,8/1/2020,World,17396943,16721883,,675060,6150,284786
7818,8/2/2020,World,17660523,16979629,,680894,5834,257746
7819,8/3/2020,World,17918582,17231879,,686703,5809,252250
7820,8/4/2020,World,18142718,17451705,,691013,4310,219826
7821,8/5/2020,World,18354342,17658195,,696147,5134,206490
7822,8/6/2020,World,18614177,17911535,,702642,6495,253340
7823,8/7/2020,World,18902735,18193224,,709511,6869,281689
7824,8/8/2020,World,19187943,18471868,,716075,6564,278644
7825,8/9/2020,World,19462112,18739827,,722285,6210,267959
7826,8/10/2020,World,19718030,18990017,,728013,5728,250190
7827,8/11/2020,World,19936210,19203711,,732499,4486,213694
7828,8/12/2020,World,20162474,19425057,,737417,4918,221346
7829,8/13/2020,World,20439814,19695429,,744385,6968,270372
7830,8/14/2020,World,20730456,19979302,,751154,6769,283873
7831,8/15/2020,World,21026758,20270972,,755786,4632,291670
7832,8/16/2020,World,21294845,20533066,,761779,5993,262094
7833,8/18/2020,World,21756357,20984722,,771635,9856,451656
7834,8/19/2020,World,21989366,21213473,,775893,4258,228751
7835,8/20/2020,World,22256220,21473764,,782456,6563,260291
7836,8/21/2020,World,22536278,21747081,,789197,6741,273317
7837,8/22/2020,World,22812491,22017359,,795132,5935,270278
7838,8/23/2020,World,23057288,22256382,,800906,5774,239023
7839,8/24/2020,World,23311719,22505309,,806410,5504,248927
7840,8/25/2020,World,23518343,22707851,,810492,4082,202542
7841,8/26/2020,World,23752965,22937927,,815038,4546,230076
7842,8/27/2020,World,24021218,23199756,,821462,6424,261829
7843,8/28/2020,World,33034598,32038256,,996342,174880,8838500
7844,8/29/2020,World,24587513,23753957,,833556,-162786,-8284299
7845,8/30/2020,World,24854140,24015216,,838924,5368,261259
7846,8/31/2020,World,25118689,24274377,,844312,5388,259161
7847,9/1/2020,World,25327098,24478843,,848255,3943,204466
7848,9/2/2020,World,25602665,24749907,,852758,4503,271064
7849,9/3/2020,World,25884895,25025765,,859130,6372,275858
7850,9/4/2020,World,26171112,25305958,,865154,6024,280193
7851,9/5/2020,World,26468031,25596865,,871166,6012,290907
7852,9/6/2020,World,26763217,25886601,,876616,5450,289736
7853,9/7/2020,World,27032617,26151153,,881464,4848,264552
7854,9/8/2020,World,27236916,26345885,,891031,9567,194732
7855,9/9/2020,World,27486960,26591977,,894983,3952,246092
7856,9/10/2020,World,27738179,26838263,,899916,4933,246286
7857,9/11/2020,World,28040853,27134761,,906092,6176,296498
7858,9/12/2020,World,28329790,27417913,,911877,5785,283152
7859,9/13/2020,World,28637952,27720535,,917417,5540,302622
7860,9/14/2020,World,28918900,27996648,,922252,4835,276113
7861,9/15/2020,World,29155581,28229037,,926544,4292,232389
7862,9/16/2020,World,29444198,28512877,,931321,4777,283840
7863,9/17/2020,World,29737453,28800062,,937391,6070,287185
7864,9/18/2020,World,30055710,29112277,,943433,6042,312215
7865,9/20/2020,World,30675675,29721258,,954417,10984,608981
7866,9/21/2020,World,30949804,29990688,,959116,4699,269430
7867,9/23/2020,World,31425029,30457865,,967164,8048,467177
7868,9/24/2020,World,31798308,30824655,,973653,6489,366790
7869,9/26/2020,World,32429965,31444142,,985823,12170,619487
7870,9/27/2020,World,32730945,31739721,,991224,5401,295579
7871,9/29/2020,World,33249563,32249523,,1000040,8816,509802
7872,9/30/2020,World,33502430,32498009,,1004421,4381,248486
7873,10/1/2020,World,33842281,32831647,,1010634,6213,333638
7874,10/2/2020,World,34161721,33144735,,1016986,6352,313088
7875,10/3/2020,World,34495176,33469447,,1025729,8743,324712
7876,10/4/2020,World,34804348,33773610,,1030738,5009,304163
7877,10/5/2020,World,35109317,34073976,,1035341,4603,300366
7878,10/6/2020,World,35347404,34307998,,1039406,4065,234022
7879,10/7/2020,World,35659007,34614738,,1044269,4863,306740
7880,10/8/2020,World,36002827,34953017,,1049810,5541,338279
7881,10/9/2020,World,36361054,35304868,,1056186,6376,351851
7882,10/11/2020,World,37109851,36039496,,1070355,14169,734628
7883,10/12/2020,World,37423660,36348843,,1074817,4462,309347
7884,10/13/2020,World,37704153,36625124,,1079029,4212,276281
7885,10/14/2020,World,38002699,36919465,,1083234,4205,294341
7886,10/15/2020,World,38394169,37305122,,1089047,5813,385657
7887,10/17/2020,World,39196259,38094961,,1101298,12251,789839
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0
